No,대표코드,품명,품번,경면(전면),임가공처
1521,A7-477,Forest,14-60000-039,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1522,B46-354,Fond,14-60000-039,NS,건창기업
1523,A9-597,Forest,14-60000-039,CL,목림
1524,U26,Forest,14-60000-039,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1525,A1-888,Forest,14-60000-039,CT,목림
1526,B62-601,Forest,14-60000-039,AK,목림
1527,B57-417,Clay,14-60000-042,AF,승은산업
1528,U27,Cray,14-60000-042,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1529,A40-644,Clay,14-60000-042,HM,목림(유사 SM)
1530,B62-598,Clay,14-60000-042,AK,목림
1531,C56-93,Clay,14-60000-042,DP,
1532,U28,Mango,14-60000-145,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1533,A11-53,Pineapple,14-60000-146,PM,"목림, 건창기업"
1534,U29,Pineapple,14-60000-146,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1535,U30,Mint,14-60000-148,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1536,B62-599,Mint,14-60000-148,AK,목림
1537,U52,Pistachio,14-60000-149,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1538,C56-98,Pistachio,14-60000-149,DP,
1539,B50-710,Jeans,14-60000-150,CS,건창기업
1540,B58-736,Jeans,14-60000-150,TS,
1541,U31,Jeans,14-60000-150,NS,건창기업
1542,B45-421,Unique colors / Fond,14-60000-178,L,건창기업
1543,B37-118,Unique colors / Fond,14-60000-178,VS,청림보드(인터플러스 경면)
1544,B58-638,Unique colors / Fond,14-60000-178,TS,
1545,B56-637,Unique colors / Fond,14-60000-178,DP,승은산업
1546,A4-425,Unique colors / Fond,14-60000-178,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1547,A9-820,Unique colors / Fond,14-60000-178,CL,목림
1548,A1-840,Unique colors / Fond,14-60000-178,CT,목림
1549,B64-689,Unique Colors/Fond,14-60000-178,SC,
1550,B50-420,Unique colors / Fond,14-60000-178,CS,건창기업
1551,A2-269,Unique colors / Fond,14-60000-178,CR,목림
1552,A36-445,Unique colors / Fond,14-60000-178,CH,청림보드(인터플러스 경면)
1553,B3-496,Unique colors / Fond,14-60000-178,UK,
1554,B42-89,Unique colors / Fond,14-60000-178,LE1,프린테크
1555,A35-674,Unique colors / Fond,14-60000-178,SJ1,청림보드 (성지라미텍 경면)
1556,U32,Unique colors / Fond,14-60000-178,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1557,B40-225,Unique Colors,14-60000-178,HM,목림(유사 SM)
1558,A11-393,Unique colors / Fond,14-60000-178,PM,"목림, 건창기업 "
1559,A1-560,Fond,14-60000-284,CT,목림
1560,A42-862,Fond,14-60000-284,LE1,프린테크
1561,A9-821,Fond,14-60000-284,CL,목림
1562,B64-680,Fond,14-60000-284,SC,
1563,A36-562,Fond,14-60000-284,CH,청림보드(인터플러스 경면)
1564,U33,Fond,14-60000-284,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1565,A35-675,Fond,14-60000-284,SJ1,청림보드 (성지라미텍 경면)
1566,B40-224,Fond,14-60000-284,HM,목림(유사 SM)
1567,B37-477,Fond,14-60000-284,VS,
1568,C58-64,Fond,14-60000-284,TS,
1569,C16-95,Fond,14-60000-284,SM,
1570,A42-909,Unique Colors,14-60000-344,LE1,프린테크
1571,A1-559,Unique Colors,14-60000-344,CT,목림
1572,A14-754,Unique Colors,14-60000-344,WT,목림
1573,A16-739,Unique Colors,14-60000-344,SM,"승은산업,건창기업(유사 HM)"
1574,AT-879,Unique Colors,14-60000-344,G+ 도장 (soft touch),크라텍
1575,B25-652,Unique Colors,14-60000-344,J,
1576,B45-651,Unique Colors,14-60000-344,L,
1577,B3-650,Unique Colors,14-60000-344,UK,
1578,B39-649,Unique Colors,14-60000-344,TK,
1579,B24-648,Unique Colors,14-60000-344,QT,
1580,B46-758,Unique Colors,14-60000-344,NS,
1581,A37-769,Unique Colors,14-60000-344,VS,청림보드(인터플러스 경면)
1582,B40-575,Unique Colors,14-60000-344,HM,
1583,B64-688,Unique Colors,14-60000-344,SC,
1584,A8-602,Unique Colors,14-60000-344,FB,목림
1585,B50-394,Unique Colors,14-60000-344,CS,건창기업
1586,A36-561,Unique Colors,14-60000-344,CH,청림보드(인터플러스 경면)
1587,U35,Unique Colors,14-60000-344,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1588,A9-668,Unique Colors,14-60000-344,CL,목림
1589,A35-901,Unique Colors,14-60000-344,SJ1,청림보드 (성지라미텍 경면)
1590,B7-799,Unique Colors,14-60000-344(중복),민자,
1591,A11-54,Pale Pink,14-60000-346,PM,"목림, 건창기업"
1592,B62-602,Pale Pink,14-60000-346,AK,목림
1593,B36-460,Pale Pink,14-60000-346,CH,청림보드(인터플러스 경면)
1594,U34,Pale Pink,14-60000-346,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1595,B3-347,Unique Colors,14-60000-394,UK,목림
1596,B45-503,Unique Colors,14-60000-394,LE1,
1597,B45-502,Unique Colors,14-60000-394,L,
1598,U53,Unique Colors,14-60000-394,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1599,A7-790,Fond,14-60000-433,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1600,A35-555,Unique Colors,14-60000-470,SJ1,청림보드 (성지라미텍 경면)
1601,AT-884,Unique color,14-60000-470,G+ 도장 (soft touch),크라텍
1602,B60-665,Unique color,14-60000-470,MT,건창기업
1603,A9-824,Unique Colors,14-60000-470,CL,목림
1604,B64-686,Unique Colors,14-60000-470,SC,
1605,B50-258,Unique color,14-60000-470,CS,건창기업
1606,B8-25,Unique Colors,14-60000-470,FB,목림
1607,B2-23,Unique Colors,14-60000-470,CR,목림
1608,B36-279,Unique Colors,14-60000-470,CH,청림보드(인터플러스 경면)
1609,B1-278,Unique Colors,14-60000-470,CT,목림
1610,U36,Unique Colors,14-60000-470,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1611,A40-927,Unique Colors,14-60000-470,HM,목림(유사 SM)
1612,A42-895,Unique Colors,14-60000-470,LE1,프린테크
1613,B10-4,Unique Colors,14-60000-470,DS,목림
1614,B37-34,Unique Colors,14-60000-470,VS,청림보드(인터플러스 경면)
1615,B50-708,Unique Colors,14-60000-471,CS,건창기업
1616,A9-825,Unique Colors,14-60000-471,CL,목림
1617,B46-355,Fond,14-60000-471,NS,건창기업
1618,U37,Unique Colors,14-60000-471,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1619,A42-893,Unique Colors,14-60000-471,LE1,프린테크
1620,A35-496,Unique Colors,14-60000-471,SJ1,청림보드 (성지라미텍 경면)
1621,B42-245,Blue,14-60000-473,LE1,프린테크
1622,U39,Blue,14-60000-473,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1623,A35-498,Blue,14-60000-473,SJ1,청림보드 (성지라미텍 경면)
1624,U41,Unique Colors,14-60000-474,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1625,B42-51,Unique Colors,14-60000-475,LE1,프린테크
1626,A35-922,Unique Color,14-60000-475,SJ1,청림보드 (성지라미텍 경면)
1627,U40,Unique Colors,14-60000-475,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1628,B45-767,Unique Color,14-60000-475,L,
1629,B64-687,Unique Colors,14-60000-475,SC,
1630,B37-324,Unique Colors,14-60000-475,VS,청림보드(인터플러스 경면)
1631,B1-323,Unique Colors,14-60000-475,CT,목림
1632,A8-603,Unique Colors,14-60000-475,FB,목림
1633,B9-240,Unique Colors,14-60000-475,CL,목림
1634,A36-564,Unique Colors,14-60000-475,CH,청림보드(인터플러스 경면)
1635,B40-223,Unique Colors,14-60000-475,HM,목림(유사 SM)
1636,A16-566,Dark Green,14-60000-503,SM,"승은산업,건창기업(유사 HM)"
1637,AT-885,Dark Green,14-60000-503,G+ 도장 (soft touch),크라텍
1638,A9-695,Dark Green,14-60000-503,CL,목림
1639,A42-810,Dark Green,14-60000-503,LE1,프린테크
1640,B64-679,Dark Green,14-60000-503,SC,
1641,B50-626,Dark Green,14-60000-503,CS,건창기업
1642,B43-344,Dark Green,14-60000-503,목림246,목림
1643,A8-707,Dark Green,14-60000-503,FB,목림
1644,B2-22,Dark Green,14-60000-503,CH,청림보드(인터플러스 경면)
1645,A35-678,Dark Green,14-60000-503,SJ1,청림보드 (성지라미텍 경면)
1646,A1-889,Dark Green,14-60000-503,CT,목림
1647,B7-32,Dark Green,14-60000-503,민자,
1648,B10-3,Dark Green,14-60000-503,DS,목림
1649,U54,Dark Green,14-60000-503,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1650,A42-907,Fond,14-60000-512,LE1,프린테크
1651,C58-15,Fond,14-60000-512,TS,
1652,AT-876,Fond,14-60000-512,G+ 도장 (soft touch),크라텍
1653,A16-913,Fond,14-60000-512,SM,"승은산업,건창기업(유사 HM)"
1654,A9-814,Fond,14-60000-512,CL,목림
1655,A35-867,Fond,14-60000-512,SJ1,청림보드 (성지라미텍 경면)
1656,B60-664,Fond,14-60000-512,MT,건창기업
1657,B64-681,Fond,14-60000-512,SC,
1658,B50-256,Fond,14-60000-512,CS,건창기업
1659,A7-788,Fond,14-60000-512,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1660,B36-277,Fond,14-60000-512,CH,청림보드(인터플러스 경면)
1661,B1-276,Fond,14-60000-512,CT,목림
1662,U55,Fond,14-60000-512,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1663,B62-606,Milkshake CN,14-60000-513,AK,목림
1664,U56,Milkshake CN,14-60000-513,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1665,C64-99,Milkshake CN,14-60000-513,SC,
1666,B64-700,Unique Colors,14-60000-546,SC,
1667,B62-607,Unique Colors,14-60000-546,AK,목림
1668,B57-418,Unique Colors,14-60000-546,AF,승은산업
1669,B8-349,Fond,14-60000-546,FB,목림
1670,U57,Unique Colors,14-60000-546,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1671,C35-105,Unique Colors,14-60000-546,SJ1,
1672,B57-416,Navy Blue,14-60000-585,AF,승은산업
1673,B50-709,Navy Blue,14-60000-585,CS,건창기업
1674,B31-120,Navy Blue,14-60000-585,F,건창기업
1675,B58-733,Navy Blue,14-60000-585,TS,
1676,B16-119,Navy Blue,14-60000-585,SM,"승은산업,건창기업(유사 HM)"
1677,B62-608,Navy Blue,14-60000-585,AK,목림
1678,B7-419,Navy Blue,14-60000-585,민자,
1679,B44-147,Navy Blue,14-60000-585,목림273,목림
1680,U58,Navy Blue,14-60000-585,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1681,B42-132, Navy Blue,14-60000-585,LE1,프린테크
1682,B42-244,Green,14-60000-850,LE1,프린테크
1683,B50-859,Green,14-60000-850,CS,건창기업
1684,A40-645,Green,14-60000-850,HM,목림(유사 SM)
1685,A35-497,Green,14-60000-850,SJ1,청림보드 (성지라미텍 경면)
1686,A9-575,Green,14-60000-850,CL,목림
1687,U38,Green,14-60000-850,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1688,B3-793,Fond,14-60000-988,UK,
1689,B7-207,Fond,14-60000-988,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1690,B7-672,Fond,14-60000-988,민자1,
1691,B1-284,Fond ,14-60000-988,CT,목림
1692,B42-206,Fond,14-60000-988,LE1,프린테크
1693,B35-205,Fond,14-60000-988,SJ1,청림보드 (성지라미텍 경면)
1694,B16-204,Fond,14-60000-988,SM,"승은산업,건창기업(유사 HM)"
1695,B37-203,Fond,14-60000-988,VS,청림보드(인터플러스 경면)
1696,B45-769,Fond,14-60000-988,L,
1697,B46-768,Fond,14-60000-988,NS,
1698,B58-869,Fond,14-60000-988,TS,
1699,B50-868,Fond,14-60000-988,CS,건창기업
1700,A1-359,Micro 3,14-61065-102,CT,목림
1701,C16-94,Manggo,14-70000-141,SM,
1702,C64-51,Unique Color,14-70000-172,SC,
1703,B58-751,Unique Colors,14-70000-172,TS,
1704,B42-837,Unique Color,14-70000-172,LE1,
1705,B35-873,Unique Color,14-70000-172,SJ1,
1706,B50-804,Unique Colors,14-70000-172,CS,건창기업
1707,A9-826,Fond,14-90010-112,CL,목림
1708,B55-813,Fond,14-90010-112,MM,
1709,A36-444,Fond,14-90010-112,CH,청림보드(인터플러스 경면)
1710,A35-676,Fond,14-90010-112,SJ1,청림보드 (성지라미텍 경면)
1711,U42,Fond,14-90010-112,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1712,B57-812,Fond,14-90010-112 ,AF,승은산업
1713,B40-571,Fond,14-90013-135,HM,
1714,A36-442,Fond,14-90013-135,CH,청림보드(인터플러스 경면)
1715,B45-501,Fond,14-90013-135,LE1,
1716,B45-500,Fond,14-90013-135,L,
1717,B3-499,Fond,14-90013-135,UK,
1718,U43,Fond,14-90013-135,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1719,A35-640,Fond,14-90013-135,SJ1,청림보드 (성지라미텍 경면)
1720,A1-639,Fond,14-90013-135,CT,목림
1721,A9-638,Fond,14-90013-135,CL,목림
1722,B64-727,Fond,14-90030-326,SC,
1723,B57-814,Keramik 54er 1300 mm,14-90038-119,AF,승은산업
1724,B64-757,Keramik 54er 1300 mm,14-90038-119,SC,
1725,B58-756,Keramik 54er 1300 mm,14-90038-119,TS,
1726,B46-755,Keramik 54er 1300 mm,14-90038-119,NS,
1727,B35-754,Keramik 54er 1300 mm,14-90038-119,SJ1,
1728,B37-753,Keramik 54er 1300 mm,14-90038-119,VS,
1729,B55-815,Keramik 54er 1300 mm,14-90038-119,MM,
1730,B63-629,Keramik 54er 1300 mm,14-90038-119,Tl,건창기업
1731,B50-627,Keramik 54er 1300 mm,14-90038-119,CS,건창기업
1732,B25-630,Keramik 54er 1300 mm,14-90038-119,J,
1733,A36-446,Keramik 54er 1300 mm,14-90038-119,CH,청림보드(인터플러스 경면)
1734,U60,Keramik 54er 1300 mm,14-90038-119,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1735,A7-619,Fond,14-90328-164,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1736,B59-563,Fond,14-90328-167,LV,건창기업
1737,A7-620,Fond,14-90328-167,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1738,B62-609,Fond,14-90328-220,AK,목림
1739,B37-764,Fond,14-90328-220,VS,
1740,B35-763,Fond,14-90328-220,SJ1,
1741,B46-762,Fond,14-90328-220,NS,
1742,A8-704,Fond,14-90328-220,FB,목림
1743,B50-233,Fond,14-90328-220,CS,건창기업
1744,B40-348,Fond,14-90328-220,HM,목림(유사 SM)
1745,U59,Fond,14-90328-220,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1746,K7-165,Borodino Ash,15-11057-022,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1747,A1-617,Grey Caspio CN,16-54366-100,CT,목림
1748,G50,Fond Grey GY II,16-90030-289,민자,
1749,B3-541,Palau Teak,24-24029-02,UK,
1750,B8-543,Twist,24-54056-01,FB,
1751,B40-542,Solino,24-54098-29,HM,
1752,HF2-52,Life Oak,25-10044-20(no.1),NM,
1753,HF2-54,Life Oak,25-10044-21(No.6),NM,
1754,HF2-53,Life Oak ,25-10044-22 (No.4),NM,
1755,HF2-51,Canyon Kalk Eiche Astlos,25-10153-11,NM,
1756,HF2-56,Canyon Kalk Eiche Astlos,25-10153-19,NM,메라톤
1757,B45-851,Santana Oak,25-10175-01(No.2),L,
1758,B3-740,Columbia Walnut,25-20387-01,UK,
1759,B7-739,Columbia Walnut,25-20387-01,민자,
1760,B45-741,Columbia Walnut,25-20387-01,L,
1761,C45-3,ORLANDO WALNUT,25-20409-01(No.3),L,
1762,C10-76,HS1000-42JB,25-54063-02(6번),DS,
1763,C10-77,HS1000-27JB,25-54098-04(2번),DS,
1764,B37-860,Azual Aran,25-54113-01,VS,
1765,B35-833,Uptown,25-54138-03,VS,
1766,B35-832,Uptown,25-54138-03,SJ1,
1767,B35-826,Uptown,25-54138-07,SJ1,
1768,B37-824,Uptown,25-54138-07,VS,
1769,B35-825,Teramo,25-54145-01,SJ1,
1770,B37-823,Teramo,25-54145-01,VS,
1771,B37-831,Teramo,25-54145-02,VS,
1772,B35-830,Teramo,25-54145-02,SJ1,
1773,C16-78,25-54219-05(n01),25-54219-05(n01),SM,
1774,C37-69,Atlantic Coast,25-54246-01,VS,
1775,C16-62,Cuscino,25-57105-02(No.3),SM,
1776,C34-109,GETARIA,25-57173-01 (No.1),TI,
1777,C16-103,25-HS crystal marble-01,25-HS crystal marble-01,SM,
1778,C16-102,25-HS stripe marble-01,25-HS stripe marble-01,SM,
1779,C16-79,25-세라믹-09(no.04),25-세라믹-09(no.04),SM,
1780,R35-676,Etrusco,4000307-08-000,SJ1,
1781,R40-376,Etrusco,4000307-08-000,HM,목림(유사 SM)
1782,R40-377,Atacama,4000430-01-000,HM,목림(유사 SM)
1783,HF5-45,Atacama,4000430-01-000,MB,제이에스폴리텍
1784,R40-378,Luna,4000442-03-000,HM,목림(유사 SM)
1785,R35-778,Luna,4000442-03-000,SJ1,
1786,Q39-921,Wood Ash,4000529-01-000,TK,목림(유사 J)
1787,HF4-35,Wood Ash,4000529-01-000,BF,
1788,Q3-920,Wood Ash,4000529-01-000,UK,목림
1789,Q40-917,Stone Dark,4000529-02-000,HM,목림(유사 SM)
1790,Q1-916,Stone Dark,4000529-02-000,CT,목림
1791,Q40-919,Stone Sand,4000529-03-000,HM,목림(유사 SM)
1792,Q1-918,Stone Sand,4000529-03-000,CT,목림
1793,Q39-915,Grande Oak,4000542-01-000,TK,목림(유사 J)
1794,HF4-34,Grande Oak,4000542-01-000,BF,
1795,Q3-914,Grande Oak,4000542-01-000,UK,목림
1796,HF4-36,Teak,4000555-01-000,BF,
1797,HF4-37,Light Ivory Oak ,4000556-01-000,BF,
1798,HF4-38,Lucas Walnut,4000568-01-000,BF,
1799,B46-102,Mercurio,54086-L201880,NS,건창기업
1800,B58-749,Unique Colors,60000-L230458,TS,
1801,B58-750,Unique Colors,60000-L230459,TS,
1802,B64-773,Unique Colors,60000-L230459,SC,
1803,B50-772,Unique Colors,60000-L230459,CS,건창기업
1804,B42-803,Unique Colors,60000-L230460,LE1,
1805,B58-752,Unique Colors,60000-L230461,TS,
1806,B37-834,Unique Colors,60000-L230867,VS,
1807,B37-835,Unique Colors,60000-L230869,VS,
1808,B37-836,Unique Colors,60000-L230872,VS,
1809,A37-377,Solino,6000423-00-000,VS,청림보드(인터플러스 경면)
1810,B40-171,Solino,6000423-00-000,HM,목림(유사 SM)
1811,B10-170,Solino,6000423-00-000,DS,목림
1812,A37-390,Solino,6000429-00-000,VS,청림보드(인터플러스 경면)
1813,HF2-48,Life Oak Long,6000644-00-000,NM,
1814,HF2-49,Canyon Kalk Long,6000645-00-000,NM,
1815,HF2-47,Life Oak Long,6000646-00-000,NM,
1816,U7-60,BP032,BP032,민자,
1817,S36,CH 경면,CH 경면,CH,청림보드(인터플러스 경면)
1818,S9,CL 경면,CL 경면,CL,목림
1819,S1,CT 경면,CT 경면,CT,목림
1820,B16-85,Black,DP/KCC/Black,SM,"승은산업,건창기업(유사 HM)"
1821,B16-84,White,DP/KCC/White,SM,"승은산업,건창기업(유사 HM)"
1822,B40-295,H,H,HM,목림(유사 SM)
1823,C16-50,HS 670 SG ,HS 670 SG ,SM,
1824,B31-628,HS0868LS,HS0868LS,F,
1825,C16-113,HS1294JB,HS1294JB,SM,
1826,C16-114,HS1295JB,HS1295JB,SM,
1827,B37-289,HSS005,HSS005,VS,청림보드(인터플러스 경면)
1828,B1-290,HSS005,HSS005,CT,목림
1829,B7-246,HSS007,HSS007,민자,
1830,B7-247,HSS015,HSS015,민자,
1831,B1-286,HSS022,HSS022,CT,목림
1832,B37-285,HSS022,HSS022,VS,청림보드(인터플러스 경면)
1833,B37-287,HSS027,HSS027,VS,청림보드(인터플러스 경면)
1834,B1-288,HSS027,HSS027,CT,목림
1835,B1-165,HSS033,HSS033,CT,목림
1836,B16-152,HSS048,HSS048,SM,"승은산업,건창기업(유사 HM)"
1837,B37-151,HSS048,HSS048,VS,청림보드(인터플러스 경면)
1838,B16-104,ICC L-7003Z,ICC L-7003Z,SM,"승은산업,건창기업(유사 HM)"
1839,B1-103,ICC L-7003Z,ICC L-7003Z,CT,목림
1840,B16-106,ICC L-7999,ICC L-7999,SM,"승은산업,건창기업(유사 HM)"
1841,B1-105,ICC L-7999,ICC L-7999,CT,목림
1842,S31-241,White,KD0007U,F,건창기업
1843,S25-242,White,KD0007U,J,건창기업(유사 TK)
1844,S16-240,White,KD0007U,SM,"승은산업,건창기업(유사 HM)"
1845,S35-243,White,KD0007U,SJ1,청림보드 (성지라미텍 경면)
1846,S1-239,White,KD0007U,CT,목림
1847,S3-238,White,KD0007U,UK,목림
1848,T40-570,White,KD0012D,HM,
1849,S26-98,White,KD0012D,T,건창기업
1850,S11-113,White,KD0012D,PM,"목림, 건창기업"
1851,U44,White,KD0012D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1852,S11-107,White,KD0018U,PM,"목림, 건창기업"
1853,U45,White,KD0018U(100g),민자,"목림,승은산업,건창기업,제이제이 데코 등"
1854,U3-96,White,KD0018U(100g),UK,
1855,B45-620,White,KD0018U(100g) ,L ,
1856,S11-103,White,KD0020U,PM,"목림, 건창기업"
1857,S35-473,White,KD0021U,SJ1,청림보드 (성지라미텍 경면)
1858,S1-199,White,KD0021U,CT,목림
1859,S11-108,White,KD0021U,PM,"목림, 건창기업"
1860,AT-882,White,KD0027U,G+ 도장 (soft touch),크라텍
1861,S42-865,White,KD0027U,LE1,프린테크
1862,S26-95,White,KD0027U,T,건창기업
1863,S37-746,White,KD0027U,VS,청림보드(인터플러스 경면)
1864,T45-321,White,KD0027U,L,건창기업
1865,S36-671,White,KD0027U,CH,청림보드(인터플러스 경면) 
1866,U1,White,KD0027U,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1867,S11-104,White,KD0027U,PM,"목림, 건창기업"
1868,S35-902,White,KD0027U,SJ1,청림보드 (성지라미텍 경면)
1869,S42-908,White,KD0028D,LE1,프린테크
1870,AT-877,White,KD0028D,G+ 도장 (soft touch),크라텍
1871,S11-281,White,KD0028D,PM,"목림, 건창기업"
1872,S1-760,White,KD0028D,CT,목림
1873,U2,White,KD0028D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1874,S37-770,White,KD0028D,VS,청림보드(인터플러스 경면)
1875,T50-252,White,KD0028D,CS,건창기업
1876,S36-672,White,KD0028D,CH,청림보드(인터플러스 경면) 
1877,S35-899,White,KD0028D,SJ1,청림보드 (성지라미텍 경면)
1878,T64-691,White,KD0028U,SC,
1879,B40-299,White,KD0028U,HM,목림(유사 SM)
1880,S11-99,White,KD0028U,PM,"목림, 건창기업"
1881,S1-759,White,KD0032D,CT,목림
1882,S11-102,White,KD0032D,PM,"목림, 건창기업"
1883,S26-94,White,KD0032D,T,건창기업
1884,S37-747,White,KD0032D,VS,청림보드(인터플러스 경면)
1885,T4-306,White,KD0032D,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
1886,T40-226,White,KD0032D,HM,목림(유사 SM)
1887,U3,B/P White,KD0032D,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1888,S42-890,White,KD0032D,LE1,프린테크
1889,S11-105,White,KD0033U,PM,"목림, 건창기업"
